controller,scenario,seed,duration_seconds,traffic_lights,departed_vehicles,arrived_vehicles,completed_trips,unfinished_trips,teleport_events,throughput_vehicles_per_hour,average_waiting_time_seconds,average_travel_time_seconds,average_stops,average_queue_length,max_queue_length,max_running_vehicles,simulation_time_seconds
fixed_time,low,42,3600,14,360,360,360,0,0,360.0,29.344444444444445,171.05277777777778,1.2666666666666666,2.7175006619009796,11,22,3777.0
fixed_time,normal,42,3600,14,720,720,720,0,0,720.0,28.538888888888888,167.32916666666668,1.273611111111111,5.217459900078885,18,43,3803.0
fixed_time,peak,42,3600,14,1800,1800,1800,0,0,1800.0,34.39944444444444,180.77444444444444,1.7616666666666667,15.336498973305956,43,114,3896.0
fixed_time,variable,42,3600,14,840,840,840,0,0,840.0,31.86904761904762,180.2202380952381,1.6071428571428572,6.688362405623535,40,100,3841.0
fixed_time,incident,42,3600,14,720,720,720,0,0,720.0,29.469444444444445,170.37222222222223,1.3583333333333334,5.379700236655272,22,42,3803.0
